docPid,docName,left_context,context,right_context,lemma,pos,pos_head,pos_buiging,pos_conjtype,pos_dial,pos_genus,pos_getal,pos_getal_n,pos_graad,pos_lwtype,pos_naamval,pos_npagr,pos_ntype,pos_numtype,pos_pdtype,pos_persoon,pos_positie,pos_pvagr,pos_pvtijd,pos_spectype,pos_status,pos_vwtype,pos_vztype,pos_wvorm,phonetic,xmlid,begintime,endtime
WR-P-P-H-0000142558,DEXIA-VOORZITTER JEAN-LUC DEHAENE GAAT IN HET TEGENOFFENSIEF -- 'Stresstests zijn sciencefiction'," banksaneringen waarbij de aandeelhouders hun",duit in het zakje," gedaan hebben . Dat mag",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.22.s.7.w.12 p.22.s.7.w.13 p.22.s.7.w.14 p.22.s.7.w.15,"   ","   "
WR-P-P-H-0000067429,TV-SELECTIE," . Ook Arte doet zijn",duit in het zakje," met een thema-avond rond het",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.3.s.1.w.5 p.3.s.1.w.6 p.3.s.1.w.7 p.3.s.1.w.8,"   ","   "
WR-P-P-H-0000104607,Drijfzand onder nieuwe plannen," kunnen de gewesten ook hun",duit in het zakje," doen voor een meer competitieve",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.12.s.2.w.7 p.12.s.2.w.8 p.12.s.2.w.9 p.12.s.2.w.10,"   ","   "
WR-P-P-H-0000074888,Het effect van de gelijkheid," stelsel nog altijd een extra",duit in het zakje," moeten doen . Zij kregen",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.3.s.3.w.48 p.3.s.3.w.49 p.3.s.3.w.50 p.3.s.3.w.51,"   ","   "
WR-P-P-H-0000149926,"«Het is een lastige tijd, ja een ingewikkelde tijd»"," bij voorkeur nog een extra",duit in het zakje," ? "" Ik dus niet",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.25.s.2.w.8 p.25.s.2.w.9 p.25.s.2.w.10 p.25.s.2.w.11,"   ","   "
WR-P-P-H-0000139792,Obligatiemarkten -- Geen technobubbel bis," beursgenoteerde ondernemingen - doen een",duit in het zakje," . Dit jaar hebben zij",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.3.s.5.w.21 p.3.s.5.w.22 p.3.s.5.w.23 p.3.s.5.w.24,"   ","   "
WR-P-P-H-0000077020,Er zit beweging in de file," zullen de ordehandhavers ook een",duit in het zakje," moeten doen , want ook",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.42.s.8.w.8 p.42.s.8.w.9 p.42.s.8.w.10 p.42.s.8.w.11,"   ","   "
WR-P-P-H-0000108098,woonkwaliteit," ook de Vlaamse interieurzaken een",duit in het zakje," . De Woonmeesters willen """,duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.1.s.1.w.27 p.1.s.1.w.28 p.1.s.1.w.29 p.1.s.1.w.30,"   ","   "
WR-P-P-H-0000077166,meubels in mechelen," ook Mechelen doet een behoorlijke",duit in het zakje," . Bij wijze van hommage",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.1.s.1.w.17 p.1.s.1.w.18 p.1.s.1.w.19 p.1.s.1.w.20,"   ","   "
WR-P-P-H-0000034054,De aan(deel)houder triomfeert," heeft ook de overheid zijn",duit in het zakje," gedaan . Ook al lijkt",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.18.s.1.w.9 p.18.s.1.w.10 p.18.s.1.w.11 p.18.s.1.w.12,"   ","   "
WR-P-P-H-0000150069,Wat Hitler las," ingenieur Josef Greiner deed een",duit in het zakje," . Naar eigen zeggen was",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.7.s.1.w.7 p.7.s.1.w.8 p.7.s.1.w.9 p.7.s.1.w.10,"   ","   "
WR-P-P-H-0000070438,Truck van toekomst is rijdend kantoor," De Vlaamse Regering deed haar",duit in het zakje," door STW als Vlaams cluster",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.5.s.2.w.6 p.5.s.2.w.7 p.5.s.2.w.8 p.5.s.2.w.9,"   ","   "
WR-P-P-H-0000001602,Samen sterk," de France deed reeds haar",duit in het zakje," door de belangrijkste rentetarieven te",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.1.s.2.w.8 p.1.s.2.w.9 p.1.s.2.w.10 p.1.s.2.w.11,"   ","   "
WR-P-P-H-0000140851,Ierland krijgt noodhulp," Groot-Brittannië en Zweden doen hun",duit in het zakje," . België stort 1 miljard",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.1.s.4.w.9 p.1.s.4.w.10 p.1.s.4.w.11 p.1.s.4.w.12,"   ","   "
WR-P-P-H-0000150256,Geen gewone koningin," kolkte , doet een stevige",duit in het zakje," . Naast het isolement is",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.4.s.9.w.41 p.4.s.9.w.42 p.4.s.9.w.43 p.4.s.9.w.44,"   ","   "
WR-P-P-H-0000054522,Snippers vallen door de mand," in de consolidatierace flink zijn",duit in het zakje," . In een markt met",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.11.s.1.w.12 p.11.s.1.w.13 p.11.s.1.w.14 p.11.s.1.w.15,"   ","   "
WR-P-P-H-0000143538,ACTUA - DE WEEK," en GIMV deden ook hun",duit in het zakje," . > Saab . De",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.3.s.6.w.15 p.3.s.6.w.16 p.3.s.6.w.17 p.3.s.6.w.18,"   ","   "
WR-P-P-H-0000027478,DE BRONNEN VAN SON LA," Belgisch Comité voor Unicef zijn",duit in het zakje," . We zijn hier een",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.21.s.1.w.14 p.21.s.1.w.15 p.21.s.1.w.16 p.21.s.1.w.17,"   ","   "
WR-P-P-H-0000014602,Sluw," leer als suggestieve loodgieterij hun",duit in het zakje," doen . Het duurt echter",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.3.s.3.w.19 p.3.s.3.w.20 p.3.s.3.w.21 p.3.s.3.w.22,"   ","   "
WR-P-P-H-0000157884,Mediacratie," Elk medium deed een eigen",duit in het zakje," en voegde zo een nieuw",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.1.s.3.w.6 p.1.s.3.w.7 p.1.s.3.w.8 p.1.s.3.w.9,"   ","   "
WR-P-P-H-0000146283,"Rodrigue Ullens, gedelegeerd bestuurder van Voxbone -- ""Ik heb de telecomwereld veranderd"""," en Grégoire de Streel een",duit in het zakje," doen . Rodrigue Ullens bekent",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.7.s.11.w.16 p.7.s.11.w.17 p.7.s.11.w.18 p.7.s.11.w.19,"   ","   "
WR-P-P-H-0000068616,Een kuur voor Barbie," psychologen en schrijvers deden hun",duit in het zakje," . Sigmund Freud beschouwde wassen",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.12.s.1.w.11 p.12.s.1.w.12 p.12.s.1.w.13 p.12.s.1.w.14,"   ","   "
WR-P-P-H-0000099111,Giften nog één jaartje aftrekbaar vanaf 1000 frank," zal worden om een extra",duit in het zakje," te doen . Want hoe",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.22.s.1.w.25 p.22.s.1.w.26 p.22.s.1.w.27 p.22.s.1.w.28,"   ","   "
WR-P-P-H-0000108734,Schrijvers tussen tuin en wereld," interculturele communicatie doen er hun",duit in het zakje," . In de traditie van",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.9.s.3.w.13 p.9.s.3.w.14 p.9.s.3.w.15 p.9.s.3.w.16,"   ","   "
WR-P-P-H-0000124861,Norbert De Batselier -- 'Er zullen geen overwinnaars zijn'," moeten solidair zijn en hun",duit in het zakje," doen . Toch zal men",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.7.s.9.w.12 p.7.s.9.w.13 p.7.s.9.w.14 p.7.s.9.w.15,"   ","   "
WR-P-P-H-0000099610,Davos op Vlaamse wijze," en of bedrijven ook geen",duit in de zak," moeten doen . We kunnen",duit in de zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.17.s.6.w.16 p.17.s.6.w.17 p.17.s.6.w.18 p.17.s.6.w.19,"   ","   "
WR-P-P-H-0000088113,Bubbels weg," en de doorgedreven marketinginspanningen een",duit in het zakje," . De vraag was zo",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.7.s.2.w.30 p.7.s.2.w.31 p.7.s.2.w.32 p.7.s.2.w.33,"   ","   "
WR-P-P-H-0000111055,Onder het nieuwe verflaagje," van de grootbanken om een",duit in het zakje," te doen voor DAT .",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.15.s.1.w.23 p.15.s.1.w.24 p.15.s.1.w.25 p.15.s.1.w.26,"   ","   "
WR-P-P-H-0000077203,Sirtaki," opbrengsten uit privatiseringen moeten hun",duit in het zakje," doen . Inflatie spelbreker De",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.6.s.5.w.8 p.6.s.5.w.9 p.6.s.5.w.10 p.6.s.5.w.11,"   ","   "
WR-P-P-H-0000139123,De opmars van goud bij centrale banken van opkomende landen -- Geen gouden zeepbel," India deed vorig jaar zijn",duit in het zakje," met een aanschaf van 200",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.9.s.10.w.6 p.9.s.10.w.7 p.9.s.10.w.8 p.9.s.10.w.9,"   ","   "
WR-P-P-H-0000120930,25.000 dollar voor een beetje hoop," doen westerse onderzoekers alvast hun",duit in het zakje," aan de hand van groots",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.15.s.1.w.7 p.15.s.1.w.8 p.15.s.1.w.9 p.15.s.1.w.10,"   ","   "
WR-P-P-H-0000045684,FRED CHAFFART," doet in dit verband een",duit in het zakje," . Om te beletten dat",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.4.s.3.w.9 p.4.s.3.w.10 p.4.s.3.w.11 p.4.s.3.w.12,"   ","   "
WR-P-P-H-0000059509,Een man met een missie," spreekwoordelijke fatale dames doen hun",duit in het zakje," : Maria Bello is de",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.15.s.1.w.8 p.15.s.1.w.9 p.15.s.1.w.10 p.15.s.1.w.11,"   ","   "
WR-P-P-H-0000073617,DE SCHAAMTE VOORBIJ," . Ook ik deed mijn",duit in het zakje," met de verwijzing naar KS",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.2.s.8.w.5 p.2.s.8.w.6 p.2.s.8.w.7 p.2.s.8.w.8,"   ","   "
WR-P-P-H-0000171954,Joke en jolanda," Korterink doen zelf al een",duit in het zakje," door een hoofdstukje van het",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.1.s.2.w.8 p.1.s.2.w.9 p.1.s.2.w.10 p.1.s.2.w.11,"   ","   "
WR-P-P-H-0000121129,'Geven is een kwestie van willekeur'," Dan willen ze ook hun",duit in het zakje," doen en op televisie komen",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.28.s.6.w.6 p.28.s.6.w.7 p.28.s.6.w.8 p.28.s.6.w.9,"   ","   "
WR-P-P-H-0000146588,De trein van de sociaaldemocratie," de superrijken ook een stevige",duit in het zakje," moeten doen . Maar een",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.10.s.6.w.17 p.10.s.6.w.18 p.10.s.6.w.19 p.10.s.6.w.20,"   ","   "
WR-P-P-H-0000095997,Bijdrage tot schone energie," doet ook meer dan een",duit in het zakje," : hun activiteit verdubbelt tegen",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.7.s.6.w.8 p.7.s.6.w.9 p.7.s.6.w.10 p.7.s.6.w.11,"   ","   "
WR-P-P-H-0000107799,Big Brother of on-lineboetiek?," Messenger deed wellicht een serieuze",duit in het zakje," . Deze dienst werkt immers",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.6.s.4.w.8 p.6.s.4.w.9 p.6.s.4.w.10 p.6.s.4.w.11,"   ","   "
WR-P-P-H-0000070855,DUIT IN HET ZAKJE,,DUIT IN HET ZAKJE," Het was voorpaginanieuws . De",DUIT in het zak,"SPEC(deeleigen) VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)",SPEC VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",head.1.s.1.w.1 head.1.s.1.w.2 head.1.s.1.w.3 head.1.s.1.w.4,"   ","   "
WR-P-P-H-0000101036,Op het ritme van flamenco," te maken , doet haar",duit in het zakje," . Zij mag dan geen",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.16.s.7.w.22 p.16.s.7.w.23 p.16.s.7.w.24 p.16.s.7.w.25,"   ","   "
WR-P-P-H-0000090586,Heeft de overheid haar lesje nu geleerd?," de gewestelijke administratie doet haar",duit in het zakje," . De Administratie Milieu- ,",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.7.s.1.w.7 p.7.s.1.w.8 p.7.s.1.w.9 p.7.s.1.w.10,"   ","   "
WR-P-P-H-0000108223,Woonruimte in Ruimte Noord," aan het Edinburgh-gebouw om zijn",duit in het zakje," te doen . Dit project",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.9.s.2.w.13 p.9.s.2.w.14 p.9.s.2.w.15 p.9.s.2.w.16,"   ","   "
WR-P-P-H-0000136041,Gille Van Binst grasduint door een rijk voetbalverleden -- 'Mijn nachtmerrie heette Jacques Teugels'," "" Boskamp deed ook zijn",duit in het zakje," . Toen een journalist hem",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.7.s.1.w.5 p.7.s.1.w.6 p.7.s.1.w.7 p.7.s.1.w.8,"   ","   "
WR-P-P-H-0000143797,PRESTIGIEUZE ORGANISATIE KRIJGT BUDGET AMPER ROND -- Het geld van de Koningin Elisabethwedstrijd," aantal overheidsinstanties doet ook zijn",duit in het zakje," : de federale regering geeft",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.10.s.3.w.7 p.10.s.3.w.8 p.10.s.3.w.9 p.10.s.3.w.10,"   ","   "
WR-P-P-H-0000077015,De beste gemeenten om te wonen," de werkgever doet ook zijn",duit in het zakje," . En dan komt de",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.94.s.4.w.20 p.94.s.4.w.21 p.94.s.4.w.22 p.94.s.4.w.23,"   ","   "
WR-P-P-H-0000010681,OP MUZIEK VAN BORIS," westerse media en belangengroepen hun",duit in het zakje," gedaan : zelfs als Gennadi",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.12.s.3.w.13 p.12.s.3.w.14 p.12.s.3.w.15 p.12.s.3.w.16,"   ","   "
WR-P-P-H-0000008034,DE ADMINISTRATIE WERKT TRAAG," overheid doet meer dan zijn",duit in het zakje," . GOORDEN : Deze zaken",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.49.s.1.w.7 p.49.s.1.w.8 p.49.s.1.w.9 p.49.s.1.w.10,"   ","   "
WR-P-P-H-0000175128,Franse stemmen," in de rij om hun",duit in het zakje," te doen , maar het",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.6.s.2.w.17 p.6.s.2.w.18 p.6.s.2.w.19 p.6.s.2.w.20,"   ","   "
WR-P-P-H-0000078993,Het laatste woord," NMBS en BIAC willen hun",duit in het zakje," doen door een HST-halte te",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.18.s.4.w.8 p.18.s.4.w.9 p.18.s.4.w.10 p.18.s.4.w.11,"   ","   "
WR-P-P-H-0000109697,Vlaamse KMO's in de wereldtop," Ook andere spelers zullen hun",duit in het zakje," moeten doen . Euronext kan",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.12.s.3.w.6 p.12.s.3.w.7 p.12.s.3.w.8 p.12.s.3.w.9,"   ","   "
WR-P-P-H-0000066142,Bio is logisch," en gerichte promoties een stevige",duit in het zakje," gedaan . Bij is 4",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.14.s.2.w.23 p.14.s.2.w.24 p.14.s.2.w.25 p.14.s.2.w.26,"   ","   "
WR-P-P-H-0000143041,DISCUSSIE OVER BANKIERSBONUSSEN ONTBEERT NUANCE -- NIET ALLE BONUSSEN ZIJN SLECHT," voor de bedrijven om hun",duit in het zakje," te doen . Waarom bijvoorbeeld",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.6.s.1.w.11 p.6.s.1.w.12 p.6.s.1.w.13 p.6.s.1.w.14,"   ","   "
WR-P-P-H-0000010777,Theaterschool festival," . Ook Vlaanderen doet zijn",duit in het zakje," op het festival . Dirk",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.5.s.1.w.5 p.5.s.1.w.6 p.5.s.1.w.7 p.5.s.1.w.8,"   ","   "
WR-P-P-H-0000041749,De school loopt uit," daarbij vanaf deze week zijn",duit in het zakje," . In bijlage bij dit",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.9.s.1.w.8 p.9.s.1.w.9 p.9.s.1.w.10 p.9.s.1.w.11,"   ","   "
WR-P-P-H-0000108741,Schrijvers tussen tuin en wereld," interculturele communicatie doen er hun",duit in het zakje," . In de traditie van",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.9.s.3.w.13 p.9.s.3.w.14 p.9.s.3.w.15 p.9.s.3.w.16,"   ","   "
WR-P-P-H-0000069918,VLAAMSE ONMACHT," veel als Albert Frère hun",duit in het zakje," hebben kunnen doen . Frère",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.3.s.2.w.10 p.3.s.2.w.11 p.3.s.2.w.12 p.3.s.2.w.13,"   ","   "
WR-P-P-H-0000141022,STERKHOUDER VAN VLAAMSE ECONOMIE WIL SUBSIDIES VOOR INNOVATIE -- Chemiesector slaat alarm," Vlaamse overheid voor Fisch geen",duit in het zakje," doet ? FRANK COENEN (",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.5.s.1.w.18 p.5.s.1.w.19 p.5.s.1.w.20 p.5.s.1.w.21,"   ","   "
WR-P-P-H-0000059920,Defensieve groeimarkt," zijn beurt nog een extra",duit in het zakje," . Is de Brusselse beurs",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.6.s.4.w.27 p.6.s.4.w.28 p.6.s.4.w.29 p.6.s.4.w.30,"   ","   "
WR-P-P-H-0000087542,De peetvader voorbij," Ook Buscetta deed weer een",duit in het zakje," . Aan de erfgenaam van",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.18.s.1.w.6 p.18.s.1.w.7 p.18.s.1.w.8 p.18.s.1.w.9,"   ","   "
WR-P-P-H-0000096741,De manager van 00," ook de beurs zou haar",duit in het zakje," moeten doen , vindt hij",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.33.s.8.w.7 p.33.s.8.w.8 p.33.s.8.w.9 p.33.s.8.w.10,"   ","   "
WR-P-P-H-0000095709,Het bad der kunsten," Kevin doet ook aardig zijn",duit in het zakje," . Of hij met dergelijke",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.2.s.3.w.6 p.2.s.3.w.7 p.2.s.3.w.8 p.2.s.3.w.9,"   ","   "
WR-P-P-H-0000174666,Op weg naar stagflatie?," . Ook Europa doet een",duit in het zakje," in de vorm van het",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.3.s.3.w.5 p.3.s.3.w.6 p.3.s.3.w.7 p.3.s.3.w.8,"   ","   "
